,Greedy_1 0.0001,Greedy_2 0.0001,Greedy_3 0.0001,Greedy_4 0.0001,Greedy_5 0.0001,Greedy_6 0.0001
7350,7880,17930,10820,11065,7300,7745
7351,7880,17935,10820,11065,7300,7745
7352,7880,17940,10825,11065,7300,7750
7353,7880,17940,10825,11065,7300,7750
7354,7880,17940,10825,11065,7300,7750
7355,7880,17940,10825,11065,7300,7750
7356,7880,17945,10830,11065,7300,7750
7357,7880,17950,10835,11065,7300,7755
7358,7880,17955,10840,11065,7300,7760
7359,7880,17955,10840,11065,7300,7760
7360,7880,17960,10845,11065,7300,7765
7361,7880,17960,10845,11065,7300,7765
7362,7880,17960,10845,11065,7300,7765
7363,7880,17960,10845,11065,7300,7765
7364,7880,17965,10850,11065,7300,7770
7365,7880,17970,10850,11065,7300,7770
7366,7880,17970,10850,11060,7300,7770
7367,7880,17970,10850,11060,7300,7770
7368,7880,17970,10850,11060,7300,7770
7369,7880,17975,10850,11060,7300,7770
7370,7880,17975,10850,11060,7300,7770
7371,7880,17980,10850,11060,7305,7770
7372,7880,17980,10850,11060,7305,7770
7373,7880,17980,10850,11060,7305,7770
7374,7880,17985,10850,11060,7305,7770
7375,7880,17990,10850,11060,7305,7770
7376,7880,17990,10850,11060,7305,7770
7377,7880,17990,10850,11060,7305,7770
7378,7880,17995,10850,11060,7305,7770
7379,7880,18000,10850,11060,7305,7770
7380,7880,18005,10850,11060,7310,7770
7381,7880,18010,10850,11060,7310,7770
7382,7880,18010,10850,11055,7310,7770
7383,7880,18015,10850,11055,7310,7770
7384,7880,18020,10855,11055,7315,7775
7385,7880,18025,10855,11055,7315,7775
7386,7880,18030,10860,11055,7315,7780
7387,7880,18030,10860,11055,7315,7780
7388,7880,18035,10865,11055,7315,7785
7389,7880,18040,10865,11055,7315,7785
7390,7885,18045,10865,11055,7320,7790
7391,7885,18050,10870,11055,7325,7795
7392,7885,18055,10870,11055,7330,7795
7393,7885,18055,10870,11055,7330,7795
7394,7885,18060,10870,11055,7330,7795
7395,7885,18065,10870,11055,7330,7795
7396,7885,18070,10870,11055,7335,7795
7397,7885,18070,10865,11055,7335,7795
7398,7885,18070,10865,11055,7335,7795
7399,7885,18075,10870,11055,7335,7800
7400,7885,18075,10870,11055,7335,7800
7401,7885,18080,10875,11055,7335,7805
7402,7885,18080,10875,11055,7335,7805
7403,7885,18080,10875,11055,7335,7805
7404,7885,18080,10875,11090,7335,7805
7405,7885,18080,10875,11090,7335,7805
7406,7885,18080,10910,11090,7335,7805
7407,7885,18085,10910,11090,7335,7805
7408,7885,18090,10910,11090,7335,7805
7409,7885,18090,10910,11090,7335,7805
7410,7885,18090,10910,11090,7335,7805
7411,7885,18090,10910,11090,7335,7805
7412,7885,18095,10915,11090,7335,7810
7413,7885,18100,10915,11090,7335,7810
7414,7885,18100,10915,11090,7335,7810
7415,7885,18100,10950,11090,7335,7810
7416,7890,18105,10950,11095,7340,7815
7417,7890,18105,10950,11095,7340,7815
7418,7890,18110,10955,11095,7340,7820
7419,7890,18110,10955,11095,7340,7820
7420,7895,18115,10955,11100,7345,7825
7421,7895,18115,10950,11100,7345,7825
7422,7895,18115,10950,11100,7345,7825
7423,7895,18115,10950,11100,7345,7825
7424,7895,18120,10950,11100,7345,7825
7425,7895,18120,10950,11100,7345,7825
7426,7895,18120,10950,11100,7345,7825
7427,7895,18120,10950,11100,7345,7825
7428,7895,18120,10950,11100,7345,7825
7429,7895,18125,10950,11100,7345,7825
7430,7895,18130,10955,11100,7350,7830
7431,7895,18135,10955,11100,7350,7830
7432,7895,18140,10955,11100,7350,7830
7433,7895,18140,10955,11100,7350,7830
7434,7895,18140,10955,11100,7350,7830
7435,7895,18145,10955,11100,7350,7830
7436,7895,18145,10955,11100,7350,7830
7437,7895,18145,10955,11100,7350,7830
7438,7895,18145,10955,11100,7350,7830
7439,7895,18145,10955,11100,7350,7830
7440,7895,18145,10955,11100,7350,7830
7441,7895,18145,10955,11100,7350,7830
7442,7895,18145,10955,11100,7350,7830
7443,7895,18150,10955,11100,7350,7830
7444,7895,18155,10955,11100,7350,7830
7445,7890,18155,10955,11100,7350,7830
7446,7890,18160,10960,11100,7355,7835
7447,7890,18165,10965,11100,7360,7840
7448,7890,18165,10965,11100,7360,7840
7449,7890,18165,10965,11100,7360,7840
7450,7890,18170,10965,11100,7365,7840
7451,7890,18170,10965,11100,7365,7840
7452,7890,18170,10965,11100,7365,7840
7453,7890,18170,10965,11100,7365,7840
7454,7890,18170,10965,11100,7365,7840
7455,7890,18175,10970,11100,7365,7845
7456,7890,18180,10975,11100,7365,7850
7457,7890,18180,10975,11100,7365,7850
7458,7890,18185,10975,11100,7365,7850
7459,7890,18185,10975,11100,7365,7850
7460,7890,18190,10975,11100,7365,7850
7461,7890,18190,10975,11100,7365,7850
7462,7895,18195,10975,11105,7370,7855
7463,7895,18195,10975,11105,7370,7855
7464,7895,18200,10980,11105,7375,7860
7465,7895,18205,10980,11105,7375,7860
7466,7895,18210,10985,11105,7375,7865
7467,7895,18210,10985,11105,7375,7865
7468,7895,18215,10985,11105,7375,7865
7469,7895,18215,10985,11105,7375,7865
7470,7895,18215,10985,11105,7375,7900
7471,7895,18220,10990,11105,7375,7905
7472,7895,18225,10990,11105,7375,7905
7473,7895,18230,10990,11105,7375,7905
7474,7895,18230,10990,11105,7375,7905
7475,7895,18230,10990,11105,7375,7905
7476,7895,18235,10990,11105,7375,7905
7477,7895,18240,10995,11105,7375,7910
7478,7895,18240,10995,11105,7375,7910
7479,7895,18245,10995,11105,7375,7910
7480,7895,18250,10995,11105,7375,7910
7481,7895,18250,10995,11105,7375,7910
7482,7895,18255,10995,11105,7375,7910
7483,7895,18255,10995,11105,7375,7910
7484,7895,18260,10995,11105,7375,7910
7485,7895,18260,10995,11105,7375,7910
7486,7895,18265,11000,11105,7375,7915
7487,7895,18265,11000,11105,7375,7915
7488,7895,18265,11000,11105,7375,7915
7489,7895,18265,11000,11105,7375,7915
7490,7895,18265,11000,11105,7375,7915
7491,7895,18270,11000,11105,7375,7915
7492,7895,18270,11000,11100,7375,7915
7493,7895,18275,11005,11100,7380,7920
7494,7895,18280,11005,11100,7380,7920
7495,7895,18285,11010,11100,7385,7925
7496,7895,18290,11015,11100,7385,7930
7497,7895,18295,11015,11100,7385,7930
7498,7930,18295,11015,11100,7385,7930
7499,7930,18295,11015,11100,7385,7930
7500,7935,18300,11020,11105,7390,7935
7501,7935,18305,11020,11105,7390,7935
7502,7935,18310,11020,11105,7390,7935
7503,7935,18310,11020,11105,7390,7935
7504,7935,18315,11020,11105,7395,7935
7505,7935,18320,11025,11105,7395,7940
7506,7935,18320,11025,11105,7395,7940
7507,7935,18325,11025,11105,7395,7940
7508,7935,18325,11025,11105,7395,7940
7509,7935,18325,11025,11105,7395,7940
7510,7935,18325,11025,11105,7395,7940
7511,7935,18325,11025,11105,7395,7940
7512,7935,18325,11025,11105,7395,7940
7513,7935,18325,11025,11105,7395,7940
7514,7970,18325,11025,11105,7395,7940
7515,7970,18325,11025,11105,7395,7940
7516,7975,18330,11025,11110,7400,7945
7517,7975,18335,11025,11110,7400,7945
7518,7975,18335,11025,11110,7400,7945
7519,7975,18335,11025,11110,7400,7945
7520,7970,18335,11025,11110,7400,7945
7521,7970,18335,11025,11110,7400,7945
7522,7970,18335,11025,11110,7400,7945
7523,7970,18335,11025,11110,7400,7945
7524,7970,18340,11025,11110,7400,7945
7525,7970,18345,11025,11110,7400,7945
7526,7970,18350,11025,11110,7400,7945
7527,7970,18350,11025,11110,7400,7945
7528,7970,18355,11025,11110,7400,7945
7529,7970,18360,11025,11110,7400,7945
7530,7970,18360,11025,11110,7400,7945
7531,7970,18365,11025,11110,7400,7945
7532,7965,18365,11025,11110,7400,7945
7533,7965,18370,11025,11110,7400,7945
7534,7965,18370,11025,11110,7400,7945
7535,7965,18370,11025,11110,7400,7945
7536,7965,18370,11025,11110,7400,7945
7537,7965,18370,11025,11110,7400,7945
7538,7965,18370,11060,11145,7400,7945
7539,7965,18375,11060,11145,7400,7945
7540,7965,18380,11065,11145,7400,7950
7541,7965,18385,11065,11145,7400,7950
7542,7965,18385,11065,11145,7400,7950
7543,7965,18390,11065,11145,7400,7950
7544,7965,18390,11065,11145,7400,7950
7545,7965,18390,11060,11145,7400,7950
7546,7965,18390,11060,11145,7400,7950
7547,7965,18390,11060,11145,7400,7950
7548,7965,18395,11065,11145,7400,7955
7549,7965,18395,11065,11145,7400,7955
7550,7965,18400,11065,11145,7400,7955
7551,7965,18405,11065,11145,7400,7955
7552,7965,18405,11065,11145,7400,7955
7553,7965,18405,11065,11145,7400,7955
7554,7965,18405,11065,11145,7400,7955
7555,7965,18405,11065,11145,7400,7955
7556,7965,18410,11070,11145,7405,7960
7557,7965,18415,11070,11145,7410,7960
7558,7965,18415,11070,11145,7410,7960
7559,7965,18415,11070,11145,7410,7960
7560,7965,18415,11070,11145,7410,7960
7561,7965,18420,11070,11145,7410,7960
7562,7965,18420,11065,11145,7410,7960
7563,7965,18420,11065,11145,7410,7960
7564,7965,18425,11070,11145,7410,7965
7565,7965,18430,11075,11145,7410,7970
7566,7965,18435,11080,11145,7410,7975
7567,7965,18440,11080,11145,7410,7975
7568,7965,18440,11080,11145,7410,7975
7569,7965,18440,11080,11145,7410,7975
7570,7965,18445,11085,11145,7410,7980
7571,7965,18445,11085,11145,7410,7980
7572,7960,18445,11080,11145,7410,7980
7573,7960,18450,11085,11145,7410,7985
7574,7960,18450,11085,11145,7410,7985
7575,7960,18450,11085,11145,7410,7985
7576,7960,18450,11085,11145,7410,7985
7577,7955,18450,11085,11145,7410,7985
7578,7955,18450,11085,11145,7410,7985
7579,7955,18450,11085,11145,7410,7985
7580,7955,18450,11085,11145,7410,7985
7581,7955,18450,11085,11145,7410,7985
7582,7955,18450,11085,11145,7410,7985
7583,7955,18455,11085,11145,7410,7985
7584,7955,18460,11085,11145,7415,7985
7585,7955,18465,11085,11145,7415,7985
7586,7955,18470,11085,11145,7415,7985
7587,7955,18470,11085,11145,7415,7985
7588,7955,18470,11085,11145,7415,7985
7589,7955,18470,11085,11145,7415,7985
7590,7955,18470,11085,11145,7415,7985
7591,7955,18475,11085,11145,7415,7985
7592,7955,18475,11085,11180,7415,7985
7593,7955,18475,11085,11180,7415,7985
7594,7955,18480,11085,11180,7415,7985
7595,7955,18480,11085,11180,7415,7985
7596,7955,18480,11085,11180,7415,7985
7597,7955,18485,11085,11180,7415,7985
7598,7955,18490,11085,11180,7415,7985
7599,7955,18495,11090,11180,7415,7990
7600,7955,18495,11090,11180,7415,7990
7601,7955,18495,11125,11180,7415,7990
7602,7955,18495,11125,11180,7415,7990
7603,7955,18495,11125,11180,7415,7990
7604,7955,18500,11125,11180,7415,7990
7605,7955,18500,11125,11180,7415,7990
7606,7955,18505,11125,11180,7415,7990
7607,7955,18510,11125,11180,7415,7990
7608,7955,18510,11125,11180,7415,7990
7609,7955,18515,11125,11180,7420,7990
7610,7955,18520,11125,11180,7420,7990
7611,7955,18525,11125,11180,7420,7990
7612,7955,18530,11125,11180,7420,7990
7613,7955,18530,11160,11180,7420,7990
7614,7955,18530,11160,11180,7420,7990
7615,7950,18530,11160,11215,7420,7990
7616,7950,18530,11160,11215,7420,7990
7617,7950,18535,11160,11215,7420,7990
7618,7950,18540,11160,11215,7420,7990
7619,7950,18540,11160,11215,7420,7990
7620,7985,18540,11160,11215,7420,7990
7621,7985,18545,11165,11215,7420,7995
7622,7985,18550,11170,11215,7420,8000
7623,7985,18550,11170,11215,7420,8000
7624,7985,18550,11170,11215,7420,8000
7625,7985,18550,11170,11215,7420,8000
7626,7985,18550,11170,11215,7420,8000
7627,8020,18550,11170,11250,7420,8000
7628,8020,18550,11170,11250,7420,8000
7629,8020,18550,11170,11250,7420,8000
7630,8020,18550,11170,11250,7420,8000
7631,8020,18550,11170,11250,7420,8000
7632,8020,18555,11170,11250,7420,8000
7633,8020,18560,11175,11250,7420,8005
7634,8020,18560,11175,11250,7420,8005
7635,8020,18560,11175,11250,7420,8000
7636,8020,18560,11175,11250,7420,8000
7637,8020,18565,11175,11250,7420,8000
7638,8020,18565,11175,11250,7420,8000
7639,8020,18565,11175,11250,7420,8000
7640,8020,18565,11175,11250,7420,8000
7641,8020,18565,11175,11250,7420,8000
7642,8020,18570,11175,11250,7420,8000
7643,8020,18575,11175,11250,7420,8000
7644,8020,18580,11175,11250,7420,8000
7645,8020,18580,11175,11250,7420,8000
7646,8020,18585,11175,11250,7425,8000
7647,8020,18590,11180,11250,7425,8000
7648,8020,18595,11185,11250,7430,8005
7649,8020,18600,11185,11250,7430,8005
7650,8020,18600,11180,11250,7430,8005
7651,8020,18605,11180,11250,7430,8005
7652,8020,18610,11185,11250,7430,8010
7653,8020,18615,11190,11250,7430,8015
7654,8020,18615,11190,11250,7430,8015
7655,8020,18615,11190,11250,7430,8015
7656,8020,18615,11190,11250,7430,8015
7657,8020,18615,11190,11250,7430,8015
7658,8020,18620,11195,11250,7430,8020
7659,8020,18625,11200,11250,7435,8025
7660,8020,18625,11200,11250,7435,8025
7661,8020,18625,11200,11250,7435,8025
7662,8020,18625,11200,11250,7435,8025
7663,8020,18630,11200,11250,7435,8025
7664,8020,18635,11205,11250,7435,8030
7665,8020,18635,11200,11250,7435,8030
7666,8020,18635,11200,11285,7435,8030
7667,8020,18640,11205,11285,7435,8035
7668,8020,18645,11205,11285,7435,8035
7669,8020,18650,11205,11285,7435,8035
7670,8020,18650,11205,11285,7435,8035
7671,8020,18655,11210,11285,7435,8040
7672,8020,18660,11210,11285,7435,8040
7673,8020,18665,11215,11285,7435,8045
7674,8020,18670,11220,11285,7435,8050
7675,8020,18670,11220,11285,7435,8050
7676,8020,18675,11225,11285,7435,8055
7677,8020,18680,11225,11285,7435,8055
7678,8020,18680,11225,11285,7435,8055
7679,8020,18685,11225,11285,7435,8055
7680,8020,18685,11225,11285,7435,8055
7681,8020,18690,11230,11285,7440,8060
7682,8020,18695,11235,11285,7440,8065
7683,8020,18695,11235,11285,7440,8065
7684,8020,18695,11235,11285,7440,8065
7685,8020,18695,11235,11285,7440,8065
7686,8020,18700,11235,11285,7440,8065
7687,8020,18700,11235,11285,7440,8065
7688,8020,18700,11235,11285,7440,8065
7689,8020,18705,11240,11285,7440,8070
7690,8020,18710,11240,11285,7440,8070
7691,8020,18715,11245,11285,7440,8075
7692,8020,18720,11250,11285,7440,8080
7693,8020,18725,11255,11285,7440,8085
7694,8020,18730,11255,11285,7445,8085
7695,8020,18730,11255,11285,7445,8085
7696,8020,18730,11255,11285,7445,8085
7697,8020,18735,11255,11285,7445,8085
7698,8020,18735,11255,11285,7445,8085
7699,8020,18740,11255,11285,7445,8085
7700,8020,18740,11255,11285,7445,8085
7701,8020,18740,11255,11285,7445,8085
7702,8020,18740,11255,11285,7445,8085
7703,8020,18740,11255,11285,7445,8085
7704,8055,18740,11255,11285,7445,8085
7705,8055,18740,11255,11285,7445,8085
7706,8055,18740,11255,11285,7445,8085
7707,8055,18740,11255,11285,7445,8085
7708,8055,18745,11255,11285,7445,8085
7709,8055,18750,11260,11285,7450,8090
7710,8055,18755,11260,11285,7450,8090
7711,8055,18755,11260,11285,7450,8090
7712,8055,18755,11260,11285,7450,8090
7713,8055,18760,11260,11285,7450,8090
7714,8055,18765,11265,11285,7450,8095
7715,8055,18770,11270,11285,7450,8100
7716,8055,18770,11270,11285,7450,8100
7717,8055,18775,11275,11285,7450,8105
7718,8055,18775,11275,11285,7450,8105
7719,8055,18780,11280,11285,7450,8110
7720,8055,18780,11280,11285,7450,8110
7721,8055,18785,11285,11285,7450,8115
7722,8055,18785,11285,11285,7450,8115
7723,8055,18790,11290,11285,7450,8120
7724,8055,18795,11290,11285,7450,8120
7725,8055,18795,11290,11285,7450,8120
7726,8055,18795,11290,11285,7450,8120
7727,8055,18800,11290,11285,7450,8120
7728,8055,18800,11290,11285,7450,8120
7729,8055,18800,11290,11285,7450,8120
7730,8055,18800,11290,11285,7450,8120
7731,8055,18805,11295,11285,7455,8125
7732,8055,18810,11300,11285,7455,8130
7733,8055,18815,11300,11285,7455,8130
7734,8055,18815,11295,11285,7455,8130
7735,8055,18815,11295,11285,7455,8130
7736,8055,18815,11295,11285,7455,8130
7737,8055,18815,11295,11285,7455,8130
7738,8055,18815,11295,11285,7455,8130
7739,8055,18815,11295,11285,7455,8130
7740,8055,18815,11295,11280,7455,8130
7741,8055,18820,11300,11280,7455,8135
7742,8055,18820,11300,11280,7455,8135
7743,8055,18820,11300,11280,7455,8135
7744,8060,18825,11300,11285,7460,8140
7745,8060,18830,11300,11285,7460,8140
7746,8060,18835,11300,11285,7460,8140
7747,8060,18840,11305,11285,7460,8145
7748,8060,18845,11305,11285,7460,8145
7749,8095,18845,11305,11285,7460,8145
7750,8095,18845,11305,11285,7460,8145
7751,8095,18845,11305,11285,7460,8145
7752,8095,18850,11305,11285,7465,8145
7753,8095,18855,11310,11285,7470,8150
7754,8095,18860,11315,11285,7475,8155
7755,8095,18860,11315,11285,7475,8155
7756,8095,18865,11315,11285,7475,8155
7757,8095,18865,11315,11285,7475,8155
7758,8095,18865,11315,11285,7475,8155
7759,8095,18870,11315,11285,7475,8155
7760,8095,18870,11315,11285,7475,8155
7761,8095,18870,11315,11285,7475,8155
7762,8095,18875,11320,11285,7475,8160
7763,8100,18880,11325,11290,7480,8165
7764,8100,18880,11325,11290,7480,8165
7765,8100,18880,11325,11290,7480,8165
7766,8100,18885,11330,11290,7480,8170
7767,8100,18890,11335,11290,7480,8175
7768,8100,18895,11335,11290,7480,8175
7769,8100,18895,11335,11290,7480,8175
7770,8100,18895,11335,11285,7480,8175
7771,8100,18895,11335,11285,7480,8175
7772,8100,18895,11335,11285,7480,8175
7773,8100,18900,11340,11285,7480,8180
7774,8105,18905,11340,11290,7485,8185
7775,8105,18910,11340,11290,7490,8185
7776,8105,18915,11340,11290,7490,8185
7777,8105,18915,11340,11290,7490,8185
7778,8105,18915,11340,11290,7490,8185
7779,8105,18920,11345,11290,7490,8190
7780,8105,18920,11345,11290,7490,8190
7781,8105,18920,11345,11290,7490,8190
7782,8105,18925,11345,11290,7490,8190
7783,8105,18925,11345,11290,7490,8190
7784,8105,18930,11345,11290,7490,8190
7785,8105,18930,11345,11290,7490,8190
7786,8110,18935,11345,11295,7495,8195
7787,8110,18940,11345,11295,7500,8195
7788,8110,18945,11350,11295,7505,8200
7789,8110,18950,11355,11295,7505,8205
7790,8110,18955,11360,11295,7505,8210
7791,8110,18955,11360,11295,7505,8210
7792,8110,18960,11360,11295,7505,8210
7793,8110,18960,11360,11295,7505,8210
7794,8110,18965,11365,11295,7505,8215
7795,8110,18965,11365,11295,7505,8215
7796,8110,18965,11365,11295,7505,8215
7797,8110,18965,11365,11295,7505,8215
7798,8110,18965,11365,11295,7505,8215
7799,8110,18965,11365,11295,7505,8215
7800,8110,18965,11365,11295,7505,8215
7801,8110,18970,11365,11295,7505,8215
7802,8110,18975,11365,11295,7510,8215
7803,8110,18975,11365,11295,7510,8215
7804,8110,18975,11400,11295,7510,8215
7805,8110,18975,11400,11295,7510,8215
7806,8110,18980,11405,11295,7510,8220
7807,8110,18980,11405,11295,7510,8220
7808,8110,18980,11405,11295,7510,8220
7809,8110,18985,11410,11295,7510,8225
7810,8110,18985,11410,11295,7510,8225
7811,8110,18985,11410,11295,7510,8225
7812,8110,18990,11415,11295,7510,8230
7813,8110,18990,11415,11295,7510,8230
7814,8110,18995,11420,11295,7510,8235
7815,8110,19000,11425,11295,7510,8240
7816,8110,19005,11425,11295,7510,8240
7817,8110,19010,11430,11295,7510,8245
7818,8110,19015,11435,11295,7510,8250
7819,8110,19015,11435,11295,7510,8250
7820,8110,19020,11435,11295,7510,8250
7821,8110,19025,11440,11295,7510,8255
7822,8110,19030,11445,11295,7510,8260
7823,8110,19035,11450,11295,7510,8265
7824,8110,19035,11450,11295,7510,8265
7825,8110,19040,11455,11295,7510,8270
7826,8110,19040,11455,11295,7510,8270
7827,8110,19040,11455,11295,7510,8270
7828,8110,19045,11460,11295,7510,8275
7829,8110,19050,11465,11295,7510,8280
7830,8110,19050,11465,11295,7510,8280
7831,8110,19050,11465,11295,7510,8280
7832,8110,19050,11465,11295,7510,8280
7833,8110,19055,11470,11295,7510,8285
7834,8110,19060,11475,11295,7515,8290
7835,8110,19065,11475,11295,7515,8290
7836,8110,19065,11475,11295,7515,8290
7837,8110,19070,11475,11295,7520,8290
7838,8110,19070,11475,11295,7520,8290
7839,8110,19075,11475,11295,7520,8290
7840,8110,19075,11475,11295,7520,8290
7841,8110,19075,11475,11295,7520,8290
7842,8110,19075,11475,11295,7520,8325
7843,8110,19075,11475,11295,7520,8325
7844,8110,19080,11480,11295,7520,8330
7845,8110,19080,11480,11295,7520,8330
7846,8110,19080,11480,11295,7520,8330
7847,8110,19085,11485,11295,7520,8335
7848,8110,19085,11485,11295,7520,8335
7849,8110,19090,11490,11295,7520,8340
7850,8110,19095,11495,11295,7520,8345
7851,8110,19100,11495,11295,7520,8345
7852,8110,19100,11495,11295,7520,8345
7853,8110,19105,11500,11295,7525,8350
7854,8110,19105,11500,11295,7525,8350
7855,8115,19110,11500,11300,7530,8355
7856,8115,19110,11500,11300,7530,8355
7857,8115,19110,11500,11300,7530,8355
7858,8115,19115,11505,11300,7530,8360
7859,8115,19115,11540,11300,7530,8360
7860,8115,19120,11545,11300,7530,8365
7861,8115,19120,11545,11300,7530,8365
7862,8115,19120,11545,11300,7530,8365
7863,8115,19120,11545,11300,7530,8365
7864,8115,19120,11545,11300,7530,8365
7865,8115,19125,11550,11300,7530,8370
7866,8115,19125,11550,11300,7530,8370
7867,8115,19125,11550,11300,7530,8370
7868,8115,19125,11550,11300,7530,8370
7869,8115,19130,11555,11300,7530,8375
7870,8115,19135,11560,11300,7530,8380
7871,8115,19140,11565,11300,7530,8385
7872,8115,19145,11570,11300,7530,8390
7873,8115,19145,11570,11300,7530,8390
7874,8115,19145,11570,11300,7530,8390
7875,8115,19145,11570,11300,7530,8390
7876,8115,19145,11570,11300,7530,8390
7877,8115,19145,11570,11300,7530,8390
7878,8115,19145,11570,11300,7530,8390
7879,8115,19145,11570,11300,7530,8390
7880,8115,19150,11575,11300,7530,8395
7881,8115,19155,11580,11300,7530,8400
7882,8115,19155,11580,11300,7530,8400
7883,8115,19160,11585,11300,7530,8405
7884,8115,19160,11585,11300,7530,8405
7885,8115,19165,11590,11300,7530,8410
7886,8115,19165,11590,11300,7530,8410
7887,8115,19165,11590,11300,7530,8410
7888,8115,19165,11590,11300,7530,8410
7889,8115,19165,11590,11300,7530,8410
7890,8115,19165,11590,11300,7530,8410
7891,8115,19165,11590,11300,7530,8410
7892,8115,19170,11590,11300,7530,8410
7893,8115,19175,11595,11300,7530,8415
7894,8115,19180,11595,11300,7530,8415
7895,8115,19185,11595,11300,7530,8415
7896,8115,19190,11595,11300,7530,8415
7897,8115,19190,11595,11300,7530,8415
7898,8115,19195,11595,11300,7530,8415
7899,8115,19200,11595,11300,7530,8415
7900,8115,19200,11595,11300,7530,8415
7901,8115,19205,11595,11300,7530,8415
7902,8115,19210,11595,11300,7530,8415
7903,8115,19215,11595,11300,7530,8415
7904,8115,19215,11595,11300,7530,8415
7905,8115,19220,11595,11300,7530,8415
7906,8115,19225,11595,11300,7530,8415
7907,8115,19230,11595,11300,7530,8415
7908,8115,19230,11595,11300,7530,8450
7909,8115,19235,11600,11300,7530,8455
7910,8115,19235,11600,11300,7530,8455
7911,8115,19240,11605,11300,7535,8460
7912,8115,19245,11605,11300,7535,8460
7913,8115,19245,11605,11300,7535,8460
7914,8115,19250,11605,11300,7535,8460
7915,8115,19250,11605,11300,7535,8460
7916,8115,19250,11605,11300,7535,8460
7917,8115,19255,11605,11300,7535,8460
7918,8115,19260,11605,11300,7535,8460
7919,8115,19260,11605,11300,7535,8460
7920,8115,19265,11610,11300,7535,8465
7921,8115,19265,11610,11300,7535,8465
7922,8115,19270,11610,11300,7535,8465
7923,8115,19270,11610,11300,7535,8465
7924,8115,19275,11610,11300,7535,8465
7925,8115,19280,11610,11300,7535,8465
7926,8115,19280,11610,11300,7535,8465
7927,8115,19280,11610,11300,7535,8465
7928,8115,19280,11610,11300,7535,8465
7929,8115,19280,11610,11300,7535,8460
7930,8115,19280,11610,11300,7535,8460
7931,8115,19285,11610,11300,7535,8460
7932,8115,19285,11610,11300,7535,8460
7933,8115,19290,11610,11300,7535,8460
7934,8115,19290,11610,11300,7535,8455
7935,8115,19295,11615,11300,7535,8460
7936,8115,19300,11620,11300,7535,8465
7937,8115,19300,11620,11300,7535,8465
7938,8115,19300,11620,11300,7535,8465
7939,8120,19305,11620,11305,7540,8470
7940,8120,19305,11620,11305,7540,8470
7941,8120,19310,11620,11305,7540,8470
7942,8120,19310,11620,11305,7540,8470
7943,8155,19310,11620,11305,7540,8470
7944,8155,19310,11620,11305,7540,8470
7945,8155,19310,11620,11305,7540,8470
7946,8155,19310,11620,11305,7540,8470
7947,8155,19310,11620,11305,7540,8470
7948,8155,19310,11620,11305,7540,8470
7949,8155,19315,11620,11305,7540,8470
7950,8155,19315,11620,11305,7540,8470
7951,8155,19320,11625,11305,7545,8475
7952,8155,19320,11625,11305,7545,8475
7953,8155,19325,11630,11305,7545,8475
7954,8155,19325,11630,11305,7545,8475
7955,8190,19325,11630,11305,7545,8475
7956,8190,19330,11630,11305,7545,8475
7957,8190,19335,11635,11305,7545,8480
7958,8190,19340,11640,11305,7550,8485
7959,8190,19345,11640,11305,7555,8485
7960,8190,19350,11645,11305,7555,8490
7961,8190,19350,11645,11305,7555,8490
7962,8190,19355,11650,11305,7555,8495
7963,8190,19355,11650,11305,7555,8495
7964,8190,19355,11645,11305,7555,8495
7965,8190,19355,11645,11305,7555,8495
7966,8190,19360,11645,11305,7555,8495
7967,8190,19365,11650,11305,7555,8500
7968,8190,19370,11650,11305,7555,8500
7969,8190,19370,11650,11305,7555,8500
7970,8190,19370,11650,11305,7555,8500
7971,8190,19370,11650,11305,7555,8500
7972,8190,19370,11650,11305,7555,8500
7973,8190,19375,11650,11305,7555,8500
7974,8190,19375,11650,11305,7555,8500
7975,8190,19380,11650,11305,7555,8500
7976,8190,19385,11655,11305,7555,8505
7977,8195,19390,11655,11310,7560,8510
7978,8195,19390,11655,11310,7560,8510
7979,8195,19395,11655,11310,7565,8510
7980,8195,19400,11660,11310,7570,8515
7981,8195,19405,11660,11310,7570,8515
7982,8195,19410,11665,11310,7570,8520
7983,8195,19410,11665,11310,7570,8520
7984,8195,19415,11665,11310,7570,8520
7985,8200,19420,11665,11315,7575,8525
7986,8200,19420,11665,11315,7575,8525
7987,8200,19420,11665,11315,7575,8525
7988,8200,19425,11665,11315,7580,8525
7989,8200,19425,11665,11315,7580,8525
7990,8200,19430,11665,11315,7585,8525
7991,8200,19430,11665,11315,7585,8525
7992,8200,19430,11665,11315,7585,8525
7993,8200,19430,11665,11315,7585,8520
7994,8200,19435,11665,11315,7590,8520
7995,8200,19435,11665,11315,7590,8520
7996,8200,19440,11670,11315,7590,8525
7997,8200,19445,11670,11315,7590,8525
7998,8200,19445,11670,11315,7590,8525
7999,8200,19450,11675,11315,7590,8530
8000,8200,19450,11675,11315,7590,8530
8001,8200,19450,11675,11350,7590,8530
8002,8200,19450,11675,11350,7590,8530
8003,8200,19455,11675,11350,7590,8530
8004,8200,19460,11675,11350,7590,8530
8005,8200,19460,11710,11350,7590,8530
8006,8200,19460,11710,11350,7590,8530
8007,8200,19460,11710,11350,7590,8530
8008,8200,19460,11705,11350,7590,8530
8009,8200,19460,11705,11350,7590,8530
8010,8200,19465,11705,11350,7590,8530
8011,8200,19470,11705,11350,7590,8530
8012,8200,19470,11705,11350,7590,8530
