	Steps	Greedy	1% Greedy	5% Greedy	BBB		 BBB (All Steps)
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2015
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2020
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2025
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2060
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2065
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2105
							2105
							2105
							2105
							2105
							2105
							2105
							2105
							2105
							2105
							2105
							2105
							2105
							2105
							2105
							2105
							2105
							2105
							2105
							2105
							2105
							2105
							2105
							2105
							2105
							2105
							2105
							2105
							2105
							2105
							2105
							2105
							2105
							2105
							2105
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2100
							2095
							2095
							2095
							2095
							2095
							2095
							2095
							2095
							2095
							2095
							2095
							2095
							2095
							2095
							2095
							2095
							2095
							2095
							2095
							2095
							2095
							2095
							2095
							2095
							2095
							2095
							2095
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2130
							2165
							2165
							2165
							2165
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2200
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2235
							2230
							2230
							2230
							2230
							2230
							2225
							2225
							2225
							2225
							2225
							2225
							2225
							2225
							2225
							2225
							2225
							2225
							2225
							2225
							2225
							2225
							2225
							2225
							2225
							2225
							2225
							2225
							2225
							2225
							2225
							2225
							2225
							2225
							2225
							2225
							2225
							2225
							2225
							2225
							2225
							2225
							2225
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2230
							2265
							2265
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2300
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2295
							2290
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2285
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2280
							2275
							2275
							2275
							2275
							2275
							2275
							2275
							2275
							2275
							2275
							2275
							2275
							2275
							2275
							2275
							2275
							2275
							2275
							2275
							2275
							2275
							2275
							2275
							2275
							2275
							2275
							2275
							2275
							2275
							2275
							2275
							2275
							2275
							2275
							2275
							2275
							2275
							2275
							2275
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2310
							2345
							2345
							2345
							2345
							2345
							2345
							2345
							2345
							2345
							2345
							2345
							2345
							2345
							2345
							2345
							2345
							2345
							2345
							2345
							2345
							2345
							2345
							2345
							2345
							2345
							2345
							2345
							2345
							2345
							2345
							2345
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2385
							2385
							2385
							2385
							2385
							2385
							2385
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2380
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2415
							2410
							2410
							2410
							2410
							2410
							2410
							2410
							2410
							2410
							2410
							2410
							2410
							2410
							2410
							2410
							2410
							2410
							2445
							2445
							2445
							2445
							2445
							2445
							2445
							2445
							2445
							2445
							2445
							2445
							2445
							2445
							2445
							2445
							2445
							2445
							2445
							2445
							2445
							2445
							2445
							2445
							2445
							2445
							2445
							2445
							2445
							2480
							2480
							2480
							2480
							2480
							2480
							2480
							2480
							2480
							2480
							2480
							2480
							2480
							2480
							2480
							2480
							2480
							2480
							2480
							2480
							2480
							2480
							2480
							2480
							2480
							2480
							2480
							2480
							2480
							2480
							2480
							2480
							2480
							2475
							2475
							2475
							2475
							2475
							2475
							2475
							2475
							2475
							2475
							2475
							2475
							2475
							2475
							2475
							2475
							2475
							2475
							2475
							2475
							2475
							2475
							2475
							2475
							2475
							2475
							2475
							2475
							2475
							2475
							2475
							2475
							2475
							2475
							2475
							2475
							2475
							2475
							2475
							2475
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2510
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2545
							2550
							2550
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2585
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2580
							2575
							2575
							2575
							2575
							2575
							2575
							2575
							2575
							2575
							2575
							2575
							2575
							2610
							2610
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2645
							2640
							2640
							2640
							2635
							2635
							2635
							2635
							2635
							2635
							2635
							2635
							2635
							2635
							2635
							2635
							2635
							2635
							2635
							2635
							2635
							2635
							2635
							2635
							2635
							2635
							2635
							2635
							2635
							2635
							2635
							2635
							2635
							2635
							2635
							2635
							2635
							2635
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2630
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2665
							2700
							2700
							2700
							2700
							2700
							2700
							2700
							2700
							2700
							2700
							2700
							2700
							2700
							2700
							2700
							2700
							2700
							2700
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2735
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2770
							2765
							2765
							2765
							2765
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2800
							2835
							2835
							2835
							2835
							2830
							2830
							2830
							2830
							2830
							2830
							2830
							2830
							2830
							2830
							2830
							2830
							2830
							2830
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2825
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
							2820
